"Type","ident","lat","long","Date","Time","Bird"
"WAYPOINT","21",43.95649941,-71.75578435,"28-Jun-12","10:04:46","KWAG"
"WAYPOINT","22",43.95645146,-71.7558421,"28-Jun-12","10:06:07","KWAG"
"WAYPOINT","23",43.95645054,-71.7558613,"28-Jun-12","10:06:23","KWAG"
"WAYPOINT","24",43.95643051,-71.75587437,"28-Jun-12","10:07:48","KWAG"
"WAYPOINT","25",43.95641617,-71.75589541,"28-Jun-12","10:09:39","KWAG"
"WAYPOINT","226",43.94886777,-71.70274543,"23-May-12","10:44:21","KYAR"
"WAYPOINT","73",43.95106014,-71.70334993,"28-May-12","11:02:16","KYAR"
"WAYPOINT","KYAR",43.95088965,-71.70265314,"9-Jun-12","13:05:27","KYAR"
"WAYPOINT","300",43.95049579,-71.70378822,"9-Jun-12","09:04:56","KYAR"
"WAYPOINT","301",43.95075344,-71.70399793,"9-Jun-12","09:05:46","KYAR"
"WAYPOINT","56",43.94969607,-71.70378,"14-Jun-12","07:31:32","KYAR"
"WAYPOINT","195",43.94833594,-71.70390255,"17-Jun-12","11:21:33","KYAR"
"WAYPOINT","196",43.94821465,-71.70365503,"17-Jun-12","11:22:20","KYAR"
"WAYPOINT","421",43.94796462,-71.70350969,"18-Jun-12","10:47:02","KYAR"
"WAYPOINT","422",43.94844951,-71.70320283,"18-Jun-12","10:48:38","KYAR"
"WAYPOINT","423",43.94912316,-71.70305304,"18-Jun-12","10:52:18","KYAR"
"WAYPOINT","424",43.949642,-71.70287191,"18-Jun-12","10:54:31","KYAR"
"WAYPOINT","461",43.94812362,-71.70312219,"21-Jun-12","11:41:11","KYAR"
"WAYPOINT","462",43.94785071,-71.70330944,"21-Jun-12","11:45:46","KYAR"
"WAYPOINT","9",43.94886752,-71.70322739,"11-May-12","09:04:25","KYBA"
"WAYPOINT","10",43.94879811,-71.70326787,"11-May-12","09:12:29","KYBA"
"WAYPOINT","11",43.94875788,-71.70316603,"11-May-12","09:16:46","KYBA"
"WAYPOINT","12",43.94865403,-71.70325639,"11-May-12","09:20:43","KYBA"
"WAYPOINT","167",43.94706943,-71.7031429,"13-May-12","07:12:12","KYBA"
"WAYPOINT","168",43.9469458,-71.7034428,"13-May-12","07:13:44","KYBA"
"WAYPOINT","169",43.94692442,-71.70367146,"13-May-12","07:20:20","KYBA"
"WAYPOINT","244",43.94706474,-71.7044659,"31-May-12","11:05:38","KYBA"
"WAYPOINT","260",43.94669887,-71.70484652,"5-Jun-12","07:39:57","KYBA"
"WAYPOINT","1",43.94526137,-71.70338379,"6-Jun-12","06:19:23","KYBA"
"WAYPOINT","2",43.94612655,-71.70374304,"6-Jun-12","06:21:16","KYBA"
"WAYPOINT","129",43.94644892,-71.70309302,"10-Jun-12","09:45:17","KYBA"
"WAYPOINT","130",43.94650491,-71.70315882,"10-Jun-12","09:46:22","KYBA"
"WAYPOINT","131",43.94641363,-71.70301482,"10-Jun-12","10:25:31","KYBA"
"WAYPOINT","1",43.94620199,-71.70487116,"11-Jun-12","06:27:32","KYBA"
"WAYPOINT","2",43.9459144,-71.70480813,"11-Jun-12","07:01:57","KYBA"
"WAYPOINT","3",43.94612303,-71.70517358,"11-Jun-12","07:37:51","KYBA"
"WAYPOINT","183",43.94675117,-71.70476614,"17-Jun-12","08:29:33","KYBA"
"WAYPOINT","184",43.94696952,-71.7044643,"17-Jun-12","08:36:14","KYBA"
"WAYPOINT","185",43.94676249,-71.70484358,"17-Jun-12","08:43:08","KYBA"
"WAYPOINT","186",43.94644632,-71.70448476,"17-Jun-12","08:54:23","KYBA"
"WAYPOINT","187",43.94696415,-71.70444243,"17-Jun-12","09:07:06","KYBA"
"WAYPOINT","188",43.94656928,-71.70453077,"17-Jun-12","09:09:21","KYBA"
"WAYPOINT","189",43.94669501,-71.70460705,"17-Jun-12","09:19:25","KYBA"
"WAYPOINT","190",43.94668965,-71.70456665,"17-Jun-12","09:25:39","KYBA"
"WAYPOINT","191",43.94675938,-71.70446078,"17-Jun-12","09:31:38","KYBA"
"WAYPOINT","192",43.94679928,-71.70441929,"17-Jun-12","09:31:46","KYBA"
"WAYPOINT","193",43.94698821,-71.70442449,"17-Jun-12","09:35:23","KYBA"
"WAYPOINT","390",43.94628187,-71.70407304,"26-Jun-12","11:38:07","KYBA"
"WAYPOINT","391",43.94633677,-71.70400724,"26-Jun-12","11:41:00","KYBA"
"WAYPOINT","392",43.9463242,-71.70399492,"26-Jun-12","11:43:17","KYBA"
"WAYPOINT","393",43.94612286,-71.70402953,"26-Jun-12","11:45:14","KYBA"
"WAYPOINT","2",43.94401238,-71.73161262,"15-May-12","11:26:13","MBAY"
"WAYPOINT","60",43.94411146,-71.73221511,"27-May-12","11:20:34","MBAY"
"WAYPOINT","61",43.94413535,-71.73190867,"27-May-12","11:35:37","MBAY"
"WAYPOINT","62",43.94467103,-71.73167339,"27-May-12","11:53:53","MBAY"
"WAYPOINT","63",43.94476466,-71.73153341,"27-May-12","11:54:44","MBAY"
"WAYPOINT","12",43.94442628,-71.73173935,"28-May-12","09:40:04","MBAY"
"WAYPOINT","13",43.9443293,-71.73172326,"28-May-12","09:48:25","MBAY"
"WAYPOINT","14",43.94432955,-71.73188184,"28-May-12","09:57:53","MBAY"
"WAYPOINT","107",43.94451655,-71.73119218,"7-Jun-12","06:37:21","MBAY"
"WAYPOINT","108",43.94473742,-71.73129084,"7-Jun-12","06:39:09","MBAY"
"WAYPOINT","110",43.94452292,-71.73164883,"7-Jun-12","08:07:49","MBAY"
"WAYPOINT","127",43.94425537,-71.73134825,"8-Jun-12","12:07:47","MBAY"
"WAYPOINT","128",43.94337553,-71.73610557,"8-Jun-12","12:54:05","MBAY"
"WAYPOINT","123",43.94413954,-71.73161454,"15-Jun-12","11:07:15","MBAY"
"WAYPOINT","124",43.94393485,-71.73189458,"15-Jun-12","11:12:53","MBAY"
"WAYPOINT","125",43.94392923,-71.73189626,"15-Jun-12","11:13:09","MBAY"
"WAYPOINT","126",43.94388707,-71.73192442,"15-Jun-12","11:13:21","MBAY"
"WAYPOINT","132",43.94395203,-71.73179492,"15-Jun-12","11:24:24","MBAY"
"WAYPOINT","133",43.94378683,-71.73206893,"15-Jun-12","11:30:23","MBAY"
"WAYPOINT","136",43.94419469,-71.7320069,"15-Jun-12","11:51:51","MBAY"
"WAYPOINT","131",43.94394868,-71.73178629,"15-Jun-12","11:23:32","MBAY"
"WAYPOINT","154",43.95737012,-71.7036749,"12-May-12","08:06:39","MBWA"
"WAYPOINT","155",43.95737632,-71.70382787,"12-May-12","08:13:38","MBWA"
"WAYPOINT","156",43.95741379,-71.70340651,"12-May-12","08:21:01","MBWA"
"WAYPOINT","173",43.95732871,-71.70351078,"13-May-12","11:50:49","MBWA"
"WAYPOINT","174",43.95761051,-71.70414269,"13-May-12","11:54:21","MBWA"
"WAYPOINT","175",43.95757556,-71.70419055,"13-May-12","11:58:05","MBWA"
"WAYPOINT","1",43.95701464,-71.70265825,"22-May-12","08:18:38","MBWA"
"WAYPOINT","2",43.95625147,-71.70286076,"22-May-12","08:43:57","MBWA"
"WAYPOINT","18",43.95753969,-71.70314097,"26-Jun-12","09:53:03","MBWA"
"WAYPOINT","19",43.95729879,-71.7029968,"26-Jun-12","09:59:59","MBWA"
"WAYPOINT","20",43.9572293,-71.70294039,"26-Jun-12","10:01:52","MBWA"
"WAYPOINT","21",43.95721304,-71.70242499,"26-Jun-12","10:05:19","MBWA"
"WAYPOINT","1",43.94597199,-71.70154036,"11-May-12","06:38:07","MM_A"
"WAYPOINT","2",43.94621129,-71.70171286,"11-May-12","06:42:48","MM_A"
"WAYPOINT","3",43.94628874,-71.70272137,"11-May-12","06:59:08","MM_A"
"WAYPOINT","166",43.94506892,-71.70144363,"13-May-12","06:56:43","MM_A"
"WAYPOINT","74",43.94481529,-71.70149803,"23-May-12","06:23:10","MM_A"
"WAYPOINT","75",43.94578029,-71.70153676,"23-May-12","06:31:20","MM_A"
"WAYPOINT","76",43.94587132,-71.70175435,"23-May-12","06:31:47","MM_A"
"WAYPOINT","77",43.94603603,-71.70230345,"23-May-12","06:37:09","MM_A"
"WAYPOINT","203",43.94554166,-71.70121875,"19-May-12","06:16:01","MM_A"
"WAYPOINT","65",43.94567384,-71.70159744,"31-May-12","09:37:33","MM_A"
"WAYPOINT","66",43.94576445,-71.7019644,"31-May-12","09:41:29","MM_A"
"WAYPOINT","67",43.94585087,-71.70208937,"31-May-12","09:56:21","MM_A"
"WAYPOINT","83",43.94517177,-71.70150281,"3-Jun-12","08:40:34","MM_A"
"WAYPOINT","84",43.94480213,-71.70131388,"3-Jun-12","08:46:20","MM_A"
"WAYPOINT","85",43.94501729,-71.70157062,"3-Jun-12","08:55:05","MM_A"
"WAYPOINT","86",43.94479467,-71.70129896,"3-Jun-12","09:13:44","MM_A"
"WAYPOINT","87",43.9449095,-71.70107952,"3-Jun-12","09:20:26","MM_A"
"WAYPOINT","171",43.94519909,-71.70139217,"15-Jun-12","05:33:41","MM_A"
"WAYPOINT","24",43.94631774,-71.70193892,"20-Jun-12","12:13:02","MM_A"
"WAYPOINT","25",43.94598548,-71.70197831,"20-Jun-12","12:19:16","MM_A"
"WAYPOINT","26",43.9458828,-71.70193766,"20-Jun-12","12:20:45","MM_A"
"WAYPOINT","27",43.94576152,-71.70186977,"20-Jun-12","12:21:19","MM_A"
"WAYPOINT","223",43.94598615,-71.70181956,"21-Jun-12","05:46:26","MM_A"
"WAYPOINT","224",43.94586395,-71.7013863,"21-Jun-12","05:47:38","MM_A"
"WAYPOINT","225",43.94531962,-71.70081474,"21-Jun-12","05:50:45","MM_A"
"WAYPOINT","226",43.94525215,-71.70088783,"21-Jun-12","05:53:43","MM_A"
"WAYPOINT","227",43.94494772,-71.70135437,"21-Jun-12","05:55:51","MM_A"
"WAYPOINT","228",43.94504327,-71.7018261,"21-Jun-12","05:57:28","MM_A"
"WAYPOINT","229",43.94525651,-71.70191243,"21-Jun-12","06:03:47","MM_A"
"WAYPOINT","230",43.94566119,-71.70136577,"21-Jun-12","06:21:22","MM_A"
"WAYPOINT","231",43.94570955,-71.70179274,"21-Jun-12","06:25:16","MM_A"
"WAYPOINT","232",43.94581416,-71.7021778,"21-Jun-12","06:33:48","MM_A"
"WAYPOINT","233",43.94573051,-71.70161764,"21-Jun-12","06:44:34","MM_A"
"WAYPOINT","10",43.95566122,-71.75273334,"16-May-12","11:17:17","MMAY"
"WAYPOINT","7",43.95599968,-71.75221827,"17-May-12","10:11:31","MMAY"
"WAYPOINT","199",43.95599524,-71.75220896,"18-May-12","10:11:02","MMAY"
"WAYPOINT","86",43.95579658,-71.75270509,"31-May-12","10:26:04","MMAY"
"WAYPOINT","1",43.95564,-71.75264,"4-Jun-12","N/A","MMAY"
"WAYPOINT","22",43.95645817,-71.75279947,"15-Jun-12","08:29:27","MMAY"
"WAYPOINT","23",43.95645875,-71.75279955,"15-Jun-12","08:29:40","MMAY"
"WAYPOINT","24",43.95662388,-71.75259436,"15-Jun-12","08:32:51","MMAY"
"WAYPOINT","25",43.95663561,-71.7525139,"15-Jun-12","08:39:30","MMAY"
"WAYPOINT","26",43.95662966,-71.75248389,"15-Jun-12","08:40:06","MMAY"
"WAYPOINT","27",43.95660653,-71.75239873,"15-Jun-12","08:43:25","MMAY"
"WAYPOINT","28",43.95658465,-71.75237996,"15-Jun-12","08:43:51","MMAY"
"WAYPOINT","29",43.95655984,-71.75235691,"15-Jun-12","08:45:08","MMAY"
"WAYPOINT","30",43.95648926,-71.75228625,"15-Jun-12","08:48:58","MMAY"
"WAYPOINT","385",43.95636521,-71.75330515,"16-Jun-12","09:12:29","MMAY"
"WAYPOINT","386",43.95631291,-71.75296954,"16-Jun-12","09:17:12","MMAY"
"WAYPOINT","414",43.95449798,-71.75104899,"27-Jun-12","09:26:37","MMAY"
"WAYPOINT","492",43.95655381,-71.75368158,"26-Jun-12","08:54:26","MMAY"
"WAYPOINT","493",43.95659898,-71.75398475,"26-Jun-12","08:59:52","MMAY"
"WAYPOINT","494",43.95647854,-71.75392298,"26-Jun-12","09:01:40","MMAY"
"WAYPOINT","495",43.95644719,-71.75370421,"26-Jun-12","09:04:37","MMAY"
"WAYPOINT","496",43.95642648,-71.75367236,"26-Jun-12","09:06:03","MMAY"
"WAYPOINT","497",43.95651114,-71.75352207,"26-Jun-12","09:07:29","MMAY"
"WAYPOINT","499",43.95664693,-71.75239638,"26-Jun-12","09:16:51","MMAY"
"WAYPOINT","500",43.95621861,-71.75142517,"26-Jun-12","10:06:56","MMAY"
"WAYPOINT","95",43.94705719,-71.73550333,"6-May-12","06:50:41","MWGA"
"WAYPOINT","96",43.94714386,-71.73542881,"6-May-12","06:51:17","MWGA"
"WAYPOINT","97",43.94717731,-71.73545253,"6-May-12","06:55:10","MWGA"
"WAYPOINT","98",43.94728401,-71.73556913,"6-May-12","06:55:37","MWGA"
"WAYPOINT","45",43.94669736,-71.73511877,"6-May-12","06:44:41","MWGA"
"WAYPOINT","143",43.94724067,-71.73573492,"7-May-12","10:13:04","MWGA"
"WAYPOINT","28",43.94725467,-71.73521306,"8-May-12","07:06:36","MWGA"
"WAYPOINT","136",43.9469261,-71.73583207,"11-May-12","08:02:08","MWGA"
"WAYPOINT","142",43.94753572,-71.73622744,"11-May-12","10:32:40","MWGA"
"WAYPOINT","143",43.94742725,-71.73630548,"11-May-12","10:37:35","MWGA"
"WAYPOINT","10",43.94716423,-71.73546662,"13-May-12","09:19:50","MWGA"
"WAYPOINT","52",43.94721326,-71.73500243,"27-May-12","09:47:40","MWGA"
"WAYPOINT","53",43.94713615,-71.73512153,"27-May-12","09:48:21","MWGA"
"WAYPOINT","54",43.94717772,-71.73518364,"27-May-12","09:49:40","MWGA"
"WAYPOINT","1",43.94519851,-71.73452424,"31-May-12","06:31:30","MWGA"
"WAYPOINT","236",43.94863307,-71.73538607,"29-May-12","12:14:28","MWGA"
"WAYPOINT","104",43.94724168,-71.73493638,"5-Jun-12","12:15:56","MWGA"
"WAYPOINT","105",43.94737897,-71.73492749,"5-Jun-12","12:20:48","MWGA"
"WAYPOINT","106",43.94779019,-71.73441796,"5-Jun-12","12:37:45","MWGA"
"WAYPOINT","107",43.94729918,-71.7337878,"5-Jun-12","12:49:30","MWGA"
"WAYPOINT","91",43.94713707,-71.73535162,"6-Jun-12","05:33:06","MWGA"
"WAYPOINT","92",43.94698704,-71.73510351,"6-Jun-12","05:36:34","MWGA"
"WAYPOINT","93",43.94701344,-71.73506873,"6-Jun-12","05:37:21","MWGA"
"WAYPOINT","9",43.94704613,-71.73495012,"7-Jun-12","12:20:26","MWGA"
"WAYPOINT","132",43.94709273,-71.73574733,"8-Jun-12","13:28:13","MWGA"
"WAYPOINT","122",43.94684094,-71.73550098,"9-Jun-12","08:28:21","MWGA"
"WAYPOINT","123",43.94662553,-71.7358842,"9-Jun-12","08:51:56","MWGA"
"WAYPOINT","17",43.94765868,-71.73509823,"14-Jun-12","12:17:26","MWGA"
"WAYPOINT","104",43.94748702,-71.73497787,"15-Jun-12","09:00:49","MWGA"
"WAYPOINT","105",43.94749925,-71.73500611,"15-Jun-12","09:00:59","MWGA"
"WAYPOINT","106",43.94751451,-71.73484283,"15-Jun-12","09:02:21","MWGA"
"WAYPOINT","107",43.94755743,-71.73476455,"15-Jun-12","09:03:37","MWGA"
"WAYPOINT","200",43.94692484,-71.73527375,"18-Jun-12","13:08:32","MWGA"
"WAYPOINT","201",43.94703071,-71.73529127,"18-Jun-12","13:08:53","MWGA"
"WAYPOINT","202",43.94704915,-71.73539227,"18-Jun-12","13:09:10","MWGA"
"WAYPOINT","203",43.9471297,-71.73541725,"18-Jun-12","13:09:30","MWGA"
"WAYPOINT","43",43.94714051,-71.73503118,"19-Jun-12","07:23:16","MWGA"
"WAYPOINT","47",43.9470473,-71.7349782,"19-Jun-12","11:23:03","MWGA"
"WAYPOINT","447",43.94639569,-71.73467377,"20-Jun-12","13:15:56","MWGA"
"WAYPOINT","448",43.94657406,-71.73432031,"20-Jun-12","13:25:40","MWGA"
"WAYPOINT","449",43.94676181,-71.73471417,"20-Jun-12","13:39:04","MWGA"
"WAYPOINT","252",43.94721804,-71.73449691,"21-Jun-12","06:15:24","MWGA"
"WAYPOINT","253",43.9471882,-71.73466958,"21-Jun-12","06:17:39","MWGA"
"WAYPOINT","289",43.94704336,-71.73383013,"21-Jun-12","13:16:32","MWGA"
"WAYPOINT","295",43.94707748,-71.73411143,"21-Jun-12","13:21:47","MWGA"
"WAYPOINT","290",43.94702501,-71.73384162,"21-Jun-12","13:18:16","MWGA"
"WAYPOINT","291",43.9471157,-71.7340225,"21-Jun-12","13:18:35","MWGA"
"WAYPOINT","292",43.94707949,-71.73406214,"21-Jun-12","13:18:52","MWGA"
"WAYPOINT","293",43.94705719,-71.73406692,"21-Jun-12","13:19:21","MWGA"
"WAYPOINT","299",43.94701495,-71.73405142,"21-Jun-12","13:30:50","MWGA"
"WAYPOINT","347",43.94740622,-71.73543829,"25-Jun-12","09:53:50","MWGA"
"WAYPOINT","254",43.94539129,-71.73549755,"26-Jun-12","06:41:59","MWGA"
"WAYPOINT","255",43.9455104,-71.73556418,"26-Jun-12","06:42:15","MWGA"
"WAYPOINT","256",43.94557267,-71.73551171,"26-Jun-12","06:42:34","MWGA"
"WAYPOINT","257",43.94557544,-71.73569779,"26-Jun-12","06:43:12","MWGA"
"WAYPOINT","474",43.94707404,-71.73494627,"30-Jun-12","12:33:09","MWGA"
"WAYPOINT","28",43.95800354,-71.70443128,"5-May-12","09:02:04","OBAK"
"WAYPOINT","114",43.95330934,-71.7047622,"7-May-12","07:13:39","OBAK"
"WAYPOINT","115",43.95324413,-71.70512119,"7-May-12","07:34:01","OBAK"
"WAYPOINT","224",43.9530267,-71.70403607,"23-May-12","09:43:15","OBAK"
"WAYPOINT","234",43.95245841,-71.70383013,"28-May-12","08:03:36","OBAK"
"WAYPOINT","5",43.95287155,-71.70436758,"6-Jun-12","11:27:49","OBAK"
"WAYPOINT","127",43.95116542,-71.70458609,"10-Jun-12","09:24:33","OBAK"
"WAYPOINT","57",43.95251859,-71.7046311,"14-Jun-12","08:10:10","OBAK"
"WAYPOINT","58",43.95256746,-71.70475993,"14-Jun-12","08:11:24","OBAK"
"WAYPOINT","59",43.95294431,-71.70347331,"14-Jun-12","08:50:08","OBAK"
"WAYPOINT","60",43.953079,-71.70355604,"14-Jun-12","08:54:40","OBAK"
"WAYPOINT","61",43.95297943,-71.70382225,"14-Jun-12","09:01:22","OBAK"
"WAYPOINT","62",43.95257953,-71.70417253,"14-Jun-12","09:07:27","OBAK"
"WAYPOINT","63",43.95248959,-71.70430815,"14-Jun-12","09:10:38","OBAK"
"WAYPOINT","64",43.95250333,-71.70434084,"14-Jun-12","09:12:12","OBAK"
"WAYPOINT","65",43.95257936,-71.70428099,"14-Jun-12","09:15:06","OBAK"
"WAYPOINT","66",43.95263585,-71.7042737,"14-Jun-12","09:15:12","OBAK"
"WAYPOINT","67",43.95289477,-71.70409047,"14-Jun-12","09:23:06","OBAK"
"WAYPOINT","68",43.95286216,-71.70401914,"14-Jun-12","09:23:24","OBAK"
"WAYPOINT","69",43.95307976,-71.70372326,"14-Jun-12","09:24:56","OBAK"
"WAYPOINT","186",43.95676629,-71.70185736,"18-Jun-12","08:33:07","OBAK"
"WAYPOINT","14",43.95254089,-71.70390481,"20-Jun-12","10:18:03","OBAK"
"WAYPOINT","15",43.95254189,-71.70405007,"20-Jun-12","10:20:19","OBAK"
"WAYPOINT","16",43.95254952,-71.70414554,"20-Jun-12","10:20:44","OBAK"
"WAYPOINT","17",43.95253066,-71.70417781,"20-Jun-12","10:21:17","OBAK"
"WAYPOINT","18",43.9525258,-71.70426674,"20-Jun-12","10:22:51","OBAK"
"WAYPOINT","19",43.95266871,-71.70437353,"20-Jun-12","10:27:45","OBAK"
"WAYPOINT","20",43.95268799,-71.70433179,"20-Jun-12","10:27:57","OBAK"
"WAYPOINT","21",43.95265991,-71.7042566,"20-Jun-12","10:32:03","OBAK"
"WAYPOINT","450",43.95285328,-71.70408435,"21-Jun-12","05:54:37","OBAK"
"WAYPOINT","451",43.95273275,-71.70397388,"21-Jun-12","05:55:08","OBAK"
"WAYPOINT","452",43.95253829,-71.70419826,"21-Jun-12","06:14:53","OBAK"
"WAYPOINT","453",43.95249789,-71.70425937,"21-Jun-12","06:15:41","OBAK"
"WAYPOINT","299",43.95226554,-71.70438987,"27-Jun-12","09:10:30","OBAK"
"WAYPOINT","300",43.95216839,-71.70453723,"27-Jun-12","09:10:55","OBAK"
"WAYPOINT","301",43.9521404,-71.70455407,"27-Jun-12","09:13:35","OBAK"
"WAYPOINT","302",43.95186882,-71.70455273,"27-Jun-12","09:16:07","OBAK"
"WAYPOINT","303",43.95170974,-71.70471484,"27-Jun-12","09:18:34","OBAK"
"WAYPOINT","304",43.95177352,-71.70501717,"27-Jun-12","09:20:29","OBAK"
"WAYPOINT","305",43.95195239,-71.70507451,"27-Jun-12","09:22:27","OBAK"
"WAYPOINT","306",43.9515918,-71.70459003,"27-Jun-12","09:24:46","OBAK"
"WAYPOINT","13",43.95529493,-71.74794266,"17-May-12","13:19:24","OKBA"
"WAYPOINT","1",43.95514657,-71.74888906,"23-May-12","07:00:29","OKBA"
"WAYPOINT","2",43.95513969,-71.74910657,"23-May-12","07:05:22","OKBA"
"WAYPOINT","198",43.95519292,-71.74861321,"18-May-12","08:56:40","OKBA"
"WAYPOINT","215",43.95502117,-71.74898596,"21-May-12","11:09:44","OKBA"
"WAYPOINT","216",43.95493425,-71.74888395,"21-May-12","11:10:55","OKBA"
"WAYPOINT","103",43.955321,-71.74845957,"6-Jun-12","11:49:52","OKBA"
"WAYPOINT","104",43.95517163,-71.74865177,"6-Jun-12","11:51:30","OKBA"
"WAYPOINT","105",43.95531882,-71.74883047,"6-Jun-12","11:52:18","OKBA"
"WAYPOINT","106",43.95560489,-71.74948183,"7-Jun-12","09:06:00","OKBA"
"WAYPOINT","107",43.95553348,-71.74930396,"7-Jun-12","09:08:41","OKBA"
"WAYPOINT","108",43.95547204,-71.74886685,"7-Jun-12","09:13:50","OKBA"
"WAYPOINT","151",43.9542352,-71.7477544,"9-Jun-12","08:11:11","OKBA"
"WAYPOINT","152",43.95512654,-71.74819278,"9-Jun-12","08:29:18","OKBA"
"WAYPOINT","153",43.95556659,-71.7478746,"9-Jun-12","08:34:50","OKBA"
"WAYPOINT","154",43.95583129,-71.74831515,"9-Jun-12","08:39:47","OKBA"
"WAYPOINT","155",43.95590681,-71.74835295,"9-Jun-12","08:41:14","OKBA"
"WAYPOINT","156",43.95596221,-71.74849285,"9-Jun-12","08:44:29","OKBA"
"WAYPOINT","157",43.95566616,-71.74889669,"9-Jun-12","08:48:29","OKBA"
"WAYPOINT","1",43.95522812,-71.74850944,"10-Jun-12","07:31:22","OKBA"
"WAYPOINT","137",43.955566,-71.74888956,"11-Jun-12","07:53:31","OKBA"
"WAYPOINT","138",43.95559927,-71.74840484,"11-Jun-12","07:56:56","OKBA"
"WAYPOINT","139",43.95554446,-71.74811047,"11-Jun-12","07:58:33","OKBA"
"WAYPOINT","140",43.95563574,-71.74798407,"11-Jun-12","08:05:07","OKBA"
"WAYPOINT","141",43.95529711,-71.74815288,"11-Jun-12","08:09:03","OKBA"
"WAYPOINT","142",43.95512553,-71.74833284,"11-Jun-12","08:13:56","OKBA"
"WAYPOINT","143",43.95518764,-71.74868706,"11-Jun-12","08:20:01","OKBA"
"WAYPOINT","144",43.95560615,-71.74841758,"11-Jun-12","08:49:29","OKBA"
"WAYPOINT","145",43.95600588,-71.74844474,"11-Jun-12","09:03:00","OKBA"
"WAYPOINT","146",43.95483426,-71.75172307,"11-Jun-12","09:18:43","OKBA"
"WAYPOINT","163",43.95512251,-71.74870675,"12-Jun-12","11:37:34","OKBA"
"WAYPOINT","164",43.95496502,-71.74845982,"12-Jun-12","11:45:32","OKBA"
"WAYPOINT","155",43.95567806,-71.74855923,"14-Jun-12","06:57:51","OKBA"
"WAYPOINT","156",43.9555831,-71.74834675,"14-Jun-12","07:14:30","OKBA"
"WAYPOINT","157",43.95510516,-71.74832848,"14-Jun-12","08:01:45","OKBA"
"WAYPOINT","488",43.95615516,-71.74842881,"26-Jun-12","08:11:02","OKBA"
"WAYPOINT","489",43.95579508,-71.74891337,"26-Jun-12","08:12:50","OKBA"
"WAYPOINT","490",43.95530758,-71.74930061,"26-Jun-12","08:18:22","OKBA"
"WAYPOINT","491",43.95514506,-71.74937655,"26-Jun-12","08:22:21","OKBA"
"WAYPOINT","4",43.94669744,-71.7059391,"11-May-12","07:29:40","OOYA"
"WAYPOINT","24",43.94680733,-71.70725137,"21-May-12","09:00:49","OOYA"
"WAYPOINT","41",43.94655109,-71.70616424,"24-May-12","08:52:42","OOYA"
"WAYPOINT","1",43.94718326,-71.70591295,"30-May-12","06:35:30","OOYA"
"WAYPOINT","2",43.94697539,-71.70579401,"30-May-12","06:46:28","OOYA"
"WAYPOINT","243",43.94711712,-71.70587087,"31-May-12","10:58:35","OOYA"
"WAYPOINT","261",43.94711997,-71.70627731,"5-Jun-12","07:46:03","OOYA"
"WAYPOINT","262",43.94686173,-71.70579686,"5-Jun-12","07:50:18","OOYA"
"WAYPOINT","263",43.94672695,-71.70577792,"5-Jun-12","07:56:08","OOYA"
"WAYPOINT","264",43.94694186,-71.70560399,"5-Jun-12","08:02:10","OOYA"
"WAYPOINT","OOYA",43.94655243,-71.70586425,"9-Jun-12","06:49:13","OOYA"
"WAYPOINT","OOYA2",43.94566462,-71.70526318,"9-Jun-12","07:04:35","OOYA"
"WAYPOINT","76",43.946333,-71.74023215,"30-May-12","09:09:11","ORWA"
"WAYPOINT","77",43.94619117,-71.74087504,"30-May-12","10:38:14","ORWA"
"WAYPOINT","121",43.94675838,-71.74091795,"7-Jun-12","13:12:12","ORWA"
"WAYPOINT","122",43.946478,-71.74078041,"7-Jun-12","13:15:12","ORWA"
"WAYPOINT","123",43.94657674,-71.74068527,"7-Jun-12","13:16:04","ORWA"
"WAYPOINT","124",43.94872318,-71.73705574,"8-Jun-12","10:27:01","ORWA"
"WAYPOINT","14",43.94582748,-71.74008387,"21-Jun-12","08:19:42","ORWA"
"WAYPOINT","15",43.94577703,-71.74012628,"21-Jun-12","08:22:12","ORWA"
"WAYPOINT","16",43.94576496,-71.74016995,"21-Jun-12","08:30:25","ORWA"
"WAYPOINT","17",43.94572522,-71.74022754,"21-Jun-12","08:42:54","ORWA"
"WAYPOINT","18",43.94568097,-71.74022536,"21-Jun-12","08:46:42","ORWA"
"WAYPOINT","264",43.9454938,-71.74035922,"21-Jun-12","09:47:17","ORWA"
"WAYPOINT","14",43.94564962,-71.70759578,"18-May-12","09:43:37","OWAK"
"WAYPOINT","3",43.95610085,-71.75046679,"23-May-12","07:57:45","OWAK"
"WAYPOINT","3",43.95636152,-71.75054759,"24-May-12","08:48:33","OWAK"
"WAYPOINT","85",43.9563461,-71.75067541,"31-May-12","10:10:45","OWAK"
"WAYPOINT","105",43.95610923,-71.75083115,"7-Jun-12","08:09:23","OWAK"
"WAYPOINT","1",43.9562016,-71.75046084,"15-Jun-12","06:50:56","OWAK"
"WAYPOINT","2",43.95616178,-71.75044734,"15-Jun-12","06:51:25","OWAK"
"WAYPOINT","3",43.95619229,-71.75056351,"15-Jun-12","06:52:03","OWAK"
"WAYPOINT","4",43.9562824,-71.75081363,"15-Jun-12","06:55:56","OWAK"
"WAYPOINT","5",43.95631777,-71.75093123,"15-Jun-12","06:56:35","OWAK"
"WAYPOINT","6",43.95647552,-71.75098219,"15-Jun-12","06:59:42","OWAK"
"WAYPOINT","7",43.95653612,-71.75081564,"15-Jun-12","07:00:39","OWAK"
